fecha,entidad,cargo,nombre,norma,sumilla,fuente_url,captured_at
2026-09-02,,Asesora,,RESOLUCIÓN JEFATURAL,Designan Asesora de la Secretaría General del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2549946-1,2026-09-03T01:06:56-0500
2026-09-02,,Directora Adjunta,,RESOLUCIÓN JEFATURAL,Designan Directora Adjunta de la Oficina General de Asesoría Jurídica del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2549601-1,2026-09-03T01:06:56-0500
2026-09-02,Programa Nacional de entrega de la pensión no contributiva a personas con discapacidad sev,Coordinador de Abastecimiento,,RESOLUCIÓN,Designan Coordinador de Abastecimiento de la Unidad de Administración del Programa Nacional de entrega de la pensión no contributiva a personas con discapacidad severa en situación de pobreza – CONTIGO,https://busquedas.elperuano.pe/dispositivo/NL/2549960-1,2026-09-03T01:06:56-0500
2026-09-01,,director de Conservación,,RESOLUCIÓN JEFATURAL,Designan director de Conservación del Archivo General de la Nación,https://busquedas.elperuano.pe/dispositivo/NL/2549300-1,2026-09-03T01:06:56-0500
2026-09-01,,Directora,,RESOLUCIÓN,Designan Directora de la Dirección Nacional de Investigación y Promoción de la Libre Competencia del INDECOPI,https://busquedas.elperuano.pe/dispositivo/NL/2548932-1,2026-09-03T01:06:56-0500
2026-09-01,,Directora,,RESOLUCIÓN,Designan Directora de la Oficina de Comunicaciones y Relaciones Institucionales del OSIPTEL,https://busquedas.elperuano.pe/dispositivo/NL/2549449-1,2026-09-03T01:06:56-0500
2026-09-01,,Jefe de Tecnologías,,RESOLUCIÓN,Designan Jefe de Tecnologías de la Información de la SBN,https://busquedas.elperuano.pe/dispositivo/NL/2549472-1,2026-09-03T01:06:56-0500
2026-09-01,Instituto Nacional de Radio y Televisión del Perú,Director,,RESOLUCIÓN,Designan Director de la Dirección de Operaciones del Instituto Nacional de Radio y Televisión del Perú,https://busquedas.elperuano.pe/dispositivo/NL/2549206-1,2026-09-03T01:06:56-0500
2026-09-01,,Director,,RESOLUCIÓN MINISTERIAL,Designan Director de la Dirección de Personal Civil de la Dirección General de Recursos Humanos del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2549503-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesora,,RESOLUCIÓN MINISTERIAL,Designan Asesora del Despacho Viceministerial de Economía I,https://busquedas.elperuano.pe/dispositivo/NL/2549493-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesora de Secretaría General II,,RESOLUCIÓN MINISTERIAL,Designan Asesora de Secretaría General II del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2549488-1,2026-09-03T01:06:56-0500
2026-09-01,,Director,,RESOLUCIÓN MINISTERIAL,Designan Director de la Dirección General de Política Macroeconómica y Descentralización Fiscal,https://busquedas.elperuano.pe/dispositivo/NL/2549379-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesor – Secretario Ejecutivo,,RESOLUCIÓN MINISTERIAL,Designan Asesor – Secretario Ejecutivo del Despacho Viceministerial de Economía,https://busquedas.elperuano.pe/dispositivo/NL/2549385-1,2026-09-03T01:06:56-0500
2026-09-01,,Directora General,,RESOLUCIÓN MINISTERIAL,Designan Directora General de la Dirección General de Becas y Crédito Educativo,https://busquedas.elperuano.pe/dispositivo/NL/2549491-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesor,,RESOLUCIÓN MINISTERIAL,Designan Asesor del Despacho Viceministerial de Seguridad Pública,https://busquedas.elperuano.pe/dispositivo/NL/2549473-1,2026-09-03T01:06:56-0500
2026-09-01,,Jefe General de Integridad Institucional,,RESOLUCIÓN MINISTERIAL,Designan Jefe General de Integridad Institucional de la Oficina General de Integridad Institucional del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2549441-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesora,,RESOLUCIÓN MINISTERIAL,Designan Asesora de la Secretaría General del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2549450-1,2026-09-03T01:06:56-0500
2026-09-01,,Director General,,RESOLUCIÓN MINISTERIAL,Designan Director General de la Dirección General de Intervenciones Estratégicas en Salud Pública,https://busquedas.elperuano.pe/dispositivo/NL/2549091-1,2026-09-03T01:06:56-0500
2026-09-01,,Ejecutiva Adjunta I,,RESOLUCIÓN MINISTERIAL,Designan Ejecutiva Adjunta I del Centro Nacional de Abastecimiento de Recursos Estratégicos en Salud,https://busquedas.elperuano.pe/dispositivo/NL/2549476-1,2026-09-03T01:06:56-0500
2026-09-01,,Jefa de Equipo II,,RESOLUCIÓN MINISTERIAL,Designan Jefa de Equipo II de la Oficina de Abastecimiento de la Oficina General de Administración,https://busquedas.elperuano.pe/dispositivo/NL/2549098-1,2026-09-03T01:06:56-0500
2026-09-01,,Director General,,RESOLUCIÓN MINISTERIAL,Designan Director General de la Dirección General de Gestión del Riesgo de Desastres y Defensa Nacional en Salud,https://busquedas.elperuano.pe/dispositivo/NL/2549427-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesor,,RESOLUCIÓN MINISTERIAL,Designan Asesor del Despacho Viceministerial de Trabajo II,https://busquedas.elperuano.pe/dispositivo/NL/2549479-1,2026-09-03T01:06:56-0500
2026-09-01,,Jefa General de Recursos Humanos,,RESOLUCIÓN MINISTERIAL,Designan Jefa General de Recursos Humanos de la Oficina General de Recursos Humanos,https://busquedas.elperuano.pe/dispositivo/NL/2549486-1,2026-09-03T01:06:56-0500
2026-09-01,,Directora General,,RESOLUCIÓN MINISTERIAL,Designan Directora General de la Dirección General de Políticas y Regulación en Transporte Multimodal,https://busquedas.elperuano.pe/dispositivo/NL/2549280-1,2026-09-03T01:06:56-0500
2026-09-01,Programas y Proyectos de Transportes,Directora,,RESOLUCIÓN MINISTERIAL,Designan Directora de la Dirección de Gestión en Infraestructura y Servicios de Transportes de la Dirección General de Programas y Proyectos de Transportes,https://busquedas.elperuano.pe/dispositivo/NL/2549502-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesor II,,RESOLUCIÓN MINISTERIAL,Designan Asesor II de la Secretaría General del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2549070-1,2026-09-03T01:06:56-0500
2026-09-01,Programa Integral Nacional para el Bienestar Familiar - INABIF,Jefe de Unidad de Línea,,RESOLUCIÓN MINISTERIAL,Designan Jefe de Unidad de Línea de la Unidad de Asistencia Económica y Acompañamiento del Programa Integral Nacional para el Bienestar Familiar - INABIF,https://busquedas.elperuano.pe/dispositivo/NL/2549104-1,2026-09-03T01:06:56-0500
2026-09-01,,Director II,,RESOLUCIÓN MINISTERIAL,Designan Director II de la Oficina de Seguridad y Defensa Nacional de la Secretaría General del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2549438-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesora II,,RESOLUCIÓN MINISTERIAL,Designan Asesora II de la Secretaría General del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2549068-1,2026-09-03T01:06:56-0500
2026-09-01,Programa Integral Nacional para el Bienestar Familiar - INABIF,Asesora I,,RESOLUCIÓN MINISTERIAL,Designan Asesora I de la Unidad de Administración del Programa Integral Nacional para el Bienestar Familiar - INABIF,https://busquedas.elperuano.pe/dispositivo/NL/2549443-1,2026-09-03T01:06:56-0500
2026-09-01,Programa Nacional de Saneamiento Rural,Jefe de Unidad,,RESOLUCIÓN DIRECTORAL,Designan Jefe de Unidad de la Unidad de Administración del Programa Nacional de Saneamiento Rural,https://busquedas.elperuano.pe/dispositivo/NL/2549397-1,2026-09-03T01:06:56-0500
2026-09-01,Programa Nacional de Saneamiento Rural,Jefe de Unidad,,RESOLUCIÓN DIRECTORAL,Designan Jefe de Unidad de la Unidad Técnica de Proyectos del Programa Nacional de Saneamiento Rural,https://busquedas.elperuano.pe/dispositivo/NL/2549370-1,2026-09-03T01:06:56-0500
2026-09-01,,Director General,,RESOLUCIÓN JEFATURAL,Designan Director General de la Oficina General de Tecnología de la Información del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2549405-1,2026-09-03T01:06:56-0500
2026-09-01,ministerio de Gestión Ambiental,Asesora de Gestión Ambiental,,RESOLUCIÓN MINISTERIAL,Designan Asesora de Gestión Ambiental del Viceministerio de Gestión Ambiental,https://busquedas.elperuano.pe/dispositivo/NL/2549480-1,2026-09-03T01:06:56-0500
2026-09-01,Servicio Nacional de Meteorología e Hidrología del Perú – SENAMHI,secretaria de Alta Dirección para la Presidencia Ejecutiva,,RESOLUCIÓN,Designan secretaria de Alta Dirección para la Presidencia Ejecutiva del Servicio Nacional de Meteorología e Hidrología del Perú – SENAMHI,https://busquedas.elperuano.pe/dispositivo/NL/2549368-1,2026-09-03T01:06:56-0500
2026-09-01,,Directora,,RESOLUCIÓN MINISTERIAL,Designan Directora de la Dirección General de Políticas e Instrumentos de Gestión Ambiental,https://busquedas.elperuano.pe/dispositivo/NL/2549129-1,2026-09-03T01:06:56-0500
2026-09-01,ministerio de Gestión Ambiental,Asesora de Gestión Ambiental,,RESOLUCIÓN MINISTERIAL,Designan Asesora de Gestión Ambiental del Viceministerio de Gestión Ambiental,https://busquedas.elperuano.pe/dispositivo/NL/2549125-1,2026-09-03T01:06:56-0500
2026-09-01,Servicio Nacional de Meteorología e Hidrología del Perú – SENAMHI,asesora de Alta Dirección para la Presidencia Ejecutiva,,RESOLUCIÓN,Designan asesora de Alta Dirección para la Presidencia Ejecutiva del Servicio Nacional de Meteorología e Hidrología del Perú – SENAMHI,https://busquedas.elperuano.pe/dispositivo/NL/2549506-1,2026-09-03T01:06:56-0500
2026-09-01,Programa Sectorial II de la Sub Dirección Desconcentrada de Patrimonio Cultural y Defensa ,Director de Programa Sectorial II,,RESOLUCIÓN MINISTERIAL,Designan Director de Programa Sectorial II de la Sub Dirección Desconcentrada de Patrimonio Cultural y Defensa del Patrimonio Cultural de la Dirección Desconcentrada de Cultura de Cusco,https://busquedas.elperuano.pe/dispositivo/NL/2549478-1,2026-09-03T01:06:56-0500
2026-09-01,Programa Sectorial II de la Sub Dirección Desconcentrada de Industrias Culturales y Artes ,Director de Programa Sectorial II,,RESOLUCIÓN MINISTERIAL,Designan Director de Programa Sectorial II de la Sub Dirección Desconcentrada de Industrias Culturales y Artes de la Dirección Desconcentrada de Cultura de Cusco,https://busquedas.elperuano.pe/dispositivo/NL/2549474-1,2026-09-03T01:06:56-0500
2026-09-01,Programa de Alimentación Escolar (PAE),Jefa,,RESOLUCIÓN,Designan Jefa de la Unidad de Recursos Humanos del Programa de Alimentación Escolar (PAE),https://busquedas.elperuano.pe/dispositivo/NL/2549273-1,2026-09-03T01:06:56-0500
2026-09-01,Superintendencia Nacional,Asesor IV,,RESOLUCIÓN,Designan Asesor IV de la Superintendencia Nacional,https://busquedas.elperuano.pe/dispositivo/NL/2549324-1,2026-09-03T01:06:56-0500
2026-09-01,,Ejecutivo,,RESOLUCIÓN,Designan Ejecutivo de la Jefatura Zonal de la Jefatura Zonal de Arequipa de MIGRACIONES,https://busquedas.elperuano.pe/dispositivo/NL/2549437-1,2026-09-03T01:06:56-0500
2026-09-01,,Jefe de Administración y Finanzas,,RESOLUCIÓN,Designan Jefe de Administración y Finanzas de la Oficina de Administración y Finanzas de MIGRACIONES,https://busquedas.elperuano.pe/dispositivo/NL/2549333-1,2026-09-03T01:06:56-0500
2026-09-01,Superintendencia Nacional de Salud,Director,,RESOLUCIÓN,Designan Director del Centro de Conciliación y Arbitraje de la Superintendencia Nacional de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2549382-1,2026-09-03T01:06:56-0500
2026-09-01,,Gerente General,,RESOLUCIÓN,Designan Gerente General de la Entidad Prestadora de Servicios de Saneamiento Grau Sociedad Anónima- EPS GRAU S.A.,https://busquedas.elperuano.pe/dispositivo/NL/2549496-1,2026-09-03T01:06:56-0500
2026-09-01,,Asesor,,RESOLUCIÓN MINISTERIAL,Designan Asesor de la Secretaría General del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2549347-1,2026-09-03T01:06:56-0500
2026-09-01,Instituto Tecnológico de la Producción,Jefe,,RESOLUCIÓN,Designan Jefe de la Oficina de Gestión de Recursos Humanos del Instituto Tecnológico de la Producción,https://busquedas.elperuano.pe/dispositivo/NL/2549418-1,2026-09-03T01:06:56-0500
2026-08-31,Organismo de Formalización de la Propiedad Informal – COFOPRI,temporalmente Jefa,,RESOLUCIÓN DIRECTORAL,Designan temporalmente Jefa de la Oficina Zonal Ucayali del Organismo de Formalización de la Propiedad Informal – COFOPRI,https://busquedas.elperuano.pe/dispositivo/NL/2548987-1,2026-09-03T01:06:56-0500
2026-08-31,,Directora,,RESOLUCIÓN MINISTERIAL,Designan Directora de la Dirección de Fortalecimiento de Capacidades de la Dirección General de Gestión Descentralizada,https://busquedas.elperuano.pe/dispositivo/NL/2548827-1,2026-09-03T01:06:56-0500
2026-08-31,,Jefa de Tesorería,,RESOLUCIÓN MINISTERIAL,Designan Jefa de Tesorería de la Oficina de Tesorería de la Oficina General de Administración del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2548979-1,2026-09-03T01:06:56-0500
2026-08-31,Servicio Nacional de Meteorología e Hidrología del Perú – SENAMHI,asesora de Alta Dirección para la Presidencia Ejecutiva,,RESOLUCIÓN,Designan asesora de Alta Dirección para la Presidencia Ejecutiva del Servicio Nacional de Meteorología e Hidrología del Perú – SENAMHI,https://busquedas.elperuano.pe/dispositivo/NL/2548983-1,2026-09-03T01:06:56-0500
2026-08-31,Programa Nacional de Entrega de la Pensión no Contributiva a Personas con Discapacidad Sev,jefa,,RESOLUCIÓN,Designan jefa de la Unidad de Recursos Humanos del Programa Nacional de Entrega de la Pensión no Contributiva a Personas con Discapacidad Severa en Situación de Pobreza – CONTIGO,https://busquedas.elperuano.pe/dispositivo/NL/2548985-1,2026-09-03T01:06:56-0500
2026-08-31,Programa Nacional de Entrega de la Pensión no Contributiva a Personas con Discapacidad Sev,Coordinadora de Tesorería,,RESOLUCIÓN,Designan Coordinadora de Tesorería de la Unidad de Administración del Programa Nacional de Entrega de la Pensión no Contributiva a Personas con Discapacidad Severa en Situación de Pobreza – CONTIGO,https://busquedas.elperuano.pe/dispositivo/NL/2548986-1,2026-09-03T01:06:56-0500
2026-08-31,Comisión de Promoción del Perú para la Exportación y el Turismo – PROMPERÚ,Jefe,,RESOLUCIÓN,Designan Jefe de la Oficina de Recursos Humanos de la Comisión de Promoción del Perú para la Exportación y el Turismo – PROMPERÚ,https://busquedas.elperuano.pe/dispositivo/NL/2548984-1,2026-09-03T01:06:56-0500
2026-08-30,,Coordinadores de Local de Votación titulares y accesitarios de ODPE,,RESOLUCIÓN JEFATURAL,"Designan Coordinadores de Local de Votación titulares y accesitarios de ODPE, en el marco de las Elecciones Regionales y Municipales 2026",https://busquedas.elperuano.pe/dispositivo/NL/2548800-1,2026-09-03T01:06:56-0500
2026-08-30,,Director de Centros de Innovación Tecnológica de Artesanía y Turismo,,RESOLUCIÓN MINISTERIAL,Designan Director de Centros de Innovación Tecnológica de Artesanía y Turismo de la Dirección General de Artesanía,https://busquedas.elperuano.pe/dispositivo/NL/2548930-1,2026-09-03T01:06:56-0500
2026-08-30,,Asesora de Despacho Ministerial,,RESOLUCIÓN MINISTERIAL,Designan Asesora de Despacho Ministerial,https://busquedas.elperuano.pe/dispositivo/NL/2548958-1,2026-09-03T01:06:56-0500
2026-08-30,,Gerente,,RESOLUCIÓN JEFATURAL,Designan Gerente de la Gerencia del Asegurado del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2548976-1,2026-09-03T01:06:56-0500
2026-08-30,,Supervisor 1,,RESOLUCIÓN,"Designan Supervisor 1 en las Divisiones de Contrataciones y de Presupuesto, de la Intendencia Nacional de Administración y de la Intendencia Nacional de Formulación de Inversiones y Finanzas",https://busquedas.elperuano.pe/dispositivo/NL/2548923-1,2026-09-03T01:06:56-0500
2026-08-30,,Intendente,,RESOLUCIÓN,Designan Intendente de la Intendencia de Promoción de Derechos en Salud,https://busquedas.elperuano.pe/dispositivo/NL/2548969-1,2026-09-03T01:06:56-0500
2026-08-29,Instituto Nacional de Radio y Televisión del Perú - IRTP,Jefa,,RESOLUCIÓN,Designan Jefa del Órgano de Control Institucional del Instituto Nacional de Radio y Televisión del Perú - IRTP,https://busquedas.elperuano.pe/dispositivo/NL/2548342-1,2026-09-03T01:06:56-0500
2026-08-29,,Jefa,,RESOLUCIÓN,Designan Jefa del Órgano de Control Institucional de la Central de Compras Públicas – Perú Compras,https://busquedas.elperuano.pe/dispositivo/NL/2548310-1,2026-09-03T01:06:56-0500
2026-08-29,Autoridad Nacional del Servicio Civil,Jefe,,RESOLUCIÓN,Designan Jefe del Órgano de Control Institucional de la Autoridad Nacional del Servicio Civil,https://busquedas.elperuano.pe/dispositivo/NL/2548298-1,2026-09-03T01:06:56-0500
2026-08-29,,fiscal adjunta provincial provisional,,RESOLUCIÓN,Nombran fiscal adjunta provincial provisional del Distrito Fiscal de La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2548452-9,2026-09-03T01:06:56-0500
2026-08-29,,fiscal provincial provisional,,RESOLUCIÓN,Nombran fiscal provincial provisional del Distrito Fiscal de Arequipa,https://busquedas.elperuano.pe/dispositivo/NL/2548452-6,2026-09-03T01:06:56-0500
2026-08-29,,fiscal provincial provisional,,RESOLUCIÓN,Nombran fiscal provincial provisional del Distrito Fiscal de Moquegua,https://busquedas.elperuano.pe/dispositivo/NL/2548452-8,2026-09-03T01:06:56-0500
2026-08-29,,fiscal adjunto provincial provisional,,RESOLUCIÓN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Lambayeque,https://busquedas.elperuano.pe/dispositivo/NL/2548452-10,2026-09-03T01:06:56-0500
2026-08-29,Organismo de Formalización de la Propiedad Informal - COFOPRI,Jefe,,RESOLUCIÓN DIRECTORAL,Designan Jefe de la Oficina Zonal Tumbes del Organismo de Formalización de la Propiedad Informal - COFOPRI,https://busquedas.elperuano.pe/dispositivo/NL/2548857-1,2026-09-03T01:06:56-0500
2026-08-29,Instituto Nacional de Radio y Televisión del Perú,Jefe,,RESOLUCIÓN,Designan Jefe de la Unidad de Presupuesto e Inversiones del Instituto Nacional de Radio y Televisión del Perú,https://busquedas.elperuano.pe/dispositivo/NL/2548946-1,2026-09-03T01:06:56-0500
2026-08-29,Instituto Nacional de Estadística e Informática - INEI,funciones de Jefe,,RESOLUCIÓN SUPREMA,Encargan funciones de Jefe del Instituto Nacional de Estadística e Informática - INEI,https://busquedas.elperuano.pe/dispositivo/NL/2548952-3,2026-09-03T01:06:56-0500
2026-08-29,,Jefa,,RESOLUCIÓN MINISTERIAL,"Designan Jefa de la Oficina de Relaciones Interinstitucionales de la Oficina General de Comunicaciones, dependiente de la Secretaría General del Ministerio",https://busquedas.elperuano.pe/dispositivo/NL/2548852-1,2026-09-03T01:06:56-0500
2026-08-29,ministerio de Construcción y Saneamiento,Asesor de Construcción y Saneamiento,,RESOLUCIÓN MINISTERIAL,Designan Asesor de Construcción y Saneamiento del Viceministerio de Construcción y Saneamiento,https://busquedas.elperuano.pe/dispositivo/NL/2548510-1,2026-09-03T01:06:56-0500
2026-08-29,,Directora de Urbanismo y Desarrollo Urbano,,RESOLUCIÓN MINISTERIAL,Designan Directora de Urbanismo y Desarrollo Urbano,https://busquedas.elperuano.pe/dispositivo/NL/2548925-1,2026-09-03T01:06:56-0500
2026-08-29,Consejo Directivo del Instituto del Mar del Perú - IMARPE,miembro,,RESOLUCIÓN SUPREMA,"Designan miembro del Consejo Directivo del Instituto del Mar del Perú - IMARPE, en representación del Ministerio de la Producción",https://busquedas.elperuano.pe/dispositivo/NL/2548952-10,2026-09-03T01:06:56-0500
2026-08-29,,Director de Órgano Desconcentrado,,RESOLUCIÓN MINISTERIAL,Designan Director de Órgano Desconcentrado de la Dirección Desconcentrada de Cultura de Puno,https://busquedas.elperuano.pe/dispositivo/NL/2548763-1,2026-09-03T01:06:56-0500
2026-08-29,Programa Nacional Cuna Más,Ejecutiva de Gestión,,RESOLUCIÓN,Designan Ejecutiva de Gestión de la Calidad de la Unidad de Integridad y Gestión de la Calidad del Programa Nacional Cuna Más,https://busquedas.elperuano.pe/dispositivo/NL/2548880-1,2026-09-03T01:06:56-0500
2026-08-29,Programa Nacional Cuna Más,Ejecutiva de Asesoría Jurídica,,RESOLUCIÓN,Designan Ejecutiva de Asesoría Jurídica de la Unidad de Asesoría Jurídica del Programa Nacional Cuna Más,https://busquedas.elperuano.pe/dispositivo/NL/2548874-1,2026-09-03T01:06:56-0500
2026-08-29,Superintendencia Nacional de Salud,Asesor de Gerencia General,,RESOLUCIÓN,Designan Asesor de Gerencia General de la Superintendencia Nacional de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2548940-1,2026-09-03T01:06:56-0500
2026-08-29,Instituto Nacional de Innovación Agraria - INIA,Presidente Ejecutivo,,RESOLUCIÓN SUPREMA,Designan Presidente Ejecutivo del Instituto Nacional de Innovación Agraria - INIA,https://busquedas.elperuano.pe/dispositivo/NL/2548952-9,2026-09-03T01:06:56-0500
2026-08-29,Programa de Desarrollo Productivo Agrario Rural – AGRO RURAL,Jefa,,RESOLUCIÓN DIRECTORAL,Designan Jefa de la Unidad Zonal Apurímac del Programa de Desarrollo Productivo Agrario Rural – AGRO RURAL,https://busquedas.elperuano.pe/dispositivo/NL/2548945-1,2026-09-03T01:06:56-0500
2026-08-28,Municipalidad Distrital de Santa Anita,responsable,,RESOLUCIÓN DE ALCALDÍA,Designan responsable del Portal de Transparencia Estándar de la Municipalidad Distrital de Santa Anita,https://busquedas.elperuano.pe/dispositivo/NL/2547811-1,2026-09-03T01:06:56-0500
2026-08-28,,fiscal adjunto provincial provisional,,RESOLUCIÓN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2548432-7,2026-09-03T01:06:56-0500
2026-08-28,,fiscal adjunto provincial provisional,,RESOLUCIÓN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2548432-9,2026-09-03T01:06:56-0500
2026-08-28,,fiscal adjunto provincial provisional,,RESOLUCIÓN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Apurímac,https://busquedas.elperuano.pe/dispositivo/NL/2548432-10,2026-09-03T01:06:56-0500
2026-08-28,,fiscal adjunta provincial,,RESOLUCIÓN,Designan fiscal adjunta provincial en la Tercera Fiscalía Supraprovincial Corporativa Especializada Contra la Criminalidad Organizada,https://busquedas.elperuano.pe/dispositivo/NL/2548432-4,2026-09-03T01:06:56-0500
2026-08-28,,fiscal adjunto provincial provisional,,RESOLUCIÓN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Lima Noroeste,https://busquedas.elperuano.pe/dispositivo/NL/2548432-8,2026-09-03T01:06:56-0500
2026-08-28,,fiscal adjunto provincial provisional,,RESOLUCIÓN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Apurímac,https://busquedas.elperuano.pe/dispositivo/NL/2548432-11,2026-09-03T01:06:56-0500
